,support,confidence,lift,cosine
comment_count-->comments_disabled-->dislikes-->likes-->ratings_disabled,0.3705096583555154,1.0,1.0041441883276117,0.6099550148633419
comment_count-->dislikes-->likes-->video_error_or_removed-->comments_disabled,0.3702898727685658,1.0,1.0157009623970632,0.6132730062027175
comment_count-->dislikes-->likes-->ratings_disabled-->video_error_or_removed-->comments_disabled,0.3702898727685658,1.0,1.0157009623970632,0.6132730062027175
comment_count-->dislikes-->likes-->video_error_or_removed-->ratings_disabled,0.3702898727685658,1.0,1.0041441883276117,0.6097740759798879
comment_count-->comments_disabled-->dislikes-->likes-->video_error_or_removed-->ratings_disabled,0.3702898727685658,1.0,1.0041441883276117,0.6097740759798879
comment_count-->dislikes-->likes-->views-->comments_disabled,0.35241397836333,1.0,1.0157009623970632,0.5982869019005949
comment_count-->dislikes-->likes-->ratings_disabled-->views-->comments_disabled,0.35241397836333,1.0,1.0157009623970632,0.5982869019005949
comment_count-->dislikes-->likes-->views-->ratings_disabled,0.35241397836333,1.0,1.0041441883276117,0.5948734724787704
comment_count-->comments_disabled-->dislikes-->likes-->views-->ratings_disabled,0.35241397836333,1.0,1.0041441883276117,0.5948734724787704
comment_count-->dislikes-->likes-->video_error_or_removed-->views-->comments_disabled,0.35219419277638037,1.0,1.0157009623970632,0.5981003097755646
comment_count-->dislikes-->likes-->ratings_disabled-->video_error_or_removed-->views-->comments_disabled,0.35219419277638037,1.0,1.0157009623970632,0.5981003097755646
comment_count-->dislikes-->likes-->video_error_or_removed-->views-->ratings_disabled,0.35219419277638037,1.0,1.0041441883276117,0.5946879449250143
comment_count-->comments_disabled-->dislikes-->likes-->video_error_or_removed-->views-->ratings_disabled,0.35219419277638037,1.0,1.0041441883276117,0.5946879449250143
likes-->publish_time-->views-->ratings_disabled,0.3500207575276564,1.0,1.0041441883276117,0.592850157683562
comment_count-->likes-->publish_time-->comments_disabled,0.34992307504456766,1.0,1.0157009623970632,0.5961687714797774
comment_count-->likes-->publish_time-->ratings_disabled-->comments_disabled,0.34992307504456766,1.0,1.0157009623970632,0.5961687714797774
comment_count-->likes-->publish_time-->ratings_disabled,0.34992307504456766,1.0,1.0041441883276117,0.5927674267094384
comment_count-->comments_disabled-->likes-->publish_time-->ratings_disabled,0.34992307504456766,1.0,1.0041441883276117,0.5927674267094384
likes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.3497521306991624,1.0,1.0041441883276117,0.5926226197140665
comment_count-->likes-->publish_time-->video_error_or_removed-->comments_disabled,0.3497277100783902,1.0,1.0157009623970632,0.5960023252501134
comment_count-->likes-->publish_time-->ratings_disabled-->video_error_or_removed-->comments_disabled,0.3497277100783902,1.0,1.0157009623970632,0.5960023252501134
comment_count-->likes-->publish_time-->video_error_or_removed-->ratings_disabled,0.3497277100783902,1.0,1.0041441883276117,0.5926019301118918
comment_count-->comments_disabled-->likes-->publish_time-->video_error_or_removed-->ratings_disabled,0.3497277100783902,1.0,1.0041441883276117,0.5926019301118918
dislikes-->publish_time-->views-->ratings_disabled,0.34755427482966617,1.0,1.0041441883276117,0.5907576535252224
dislikes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.3472856480011722,1.0,1.0041441883276117,0.5905293092895268
comments_disabled-->likes-->publish_time-->views-->ratings_disabled,0.34613787882487973,1.0,1.0041441883276117,0.5895526603977375
comments_disabled-->likes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.34586925199638574,1.0,1.0041441883276117,0.5893238492657402
comments_disabled-->dislikes-->publish_time-->views-->ratings_disabled,0.3431341424699016,1.0,1.0041441883276117,0.5869890586526553
comments_disabled-->dislikes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.3428655156414076,1.0,1.0041441883276117,0.5867592478259455
comment_count-->dislikes-->publish_time-->comments_disabled,0.3408630247380888,1.0,1.0157009623970632,0.5884002908497333
comment_count-->dislikes-->publish_time-->ratings_disabled-->comments_disabled,0.3408630247380888,1.0,1.0157009623970632,0.5884002908497333
comment_count-->dislikes-->publish_time-->ratings_disabled,0.3408630247380888,1.0,1.0041441883276117,0.58504326789266
comment_count-->comments_disabled-->dislikes-->publish_time-->ratings_disabled,0.3408630247380888,1.0,1.0041441883276117,0.58504326789266
comment_count-->dislikes-->publish_time-->video_error_or_removed-->comments_disabled,0.3406676597719114,1.0,1.0157009623970632,0.5882316464522167
comment_count-->dislikes-->publish_time-->ratings_disabled-->video_error_or_removed-->comments_disabled,0.3406676597719114,1.0,1.0157009623970632,0.5882316464522167
comment_count-->dislikes-->publish_time-->video_error_or_removed-->ratings_disabled,0.3406676597719114,1.0,1.0041441883276117,0.584875585668553
comment_count-->comments_disabled-->dislikes-->publish_time-->video_error_or_removed-->ratings_disabled,0.3406676597719114,1.0,1.0041441883276117,0.584875585668553
comment_count-->publish_time-->views-->comments_disabled,0.33925126376712494,1.0,1.0157009623970632,0.5870075255928912
comment_count-->publish_time-->ratings_disabled-->views-->comments_disabled,0.33910474004249186,1.0,1.0157009623970632,0.5868807466722391
comment_count-->publish_time-->video_error_or_removed-->views-->comments_disabled,0.3390558988009475,1.0,1.0157009623970632,0.5868384809455867
comment_count-->publish_time-->ratings_disabled-->video_error_or_removed-->views-->comments_disabled,0.33890937507631447,1.0,1.0157009623970632,0.5867116654971161
dislikes-->likes-->publish_time-->ratings_disabled,0.3325844342963198,1.0,1.0041441883276117,0.5778950828886468
dislikes-->likes-->publish_time-->video_error_or_removed-->ratings_disabled,0.33231580746782585,1.0,1.0041441883276117,0.5776616542217554
comments_disabled-->dislikes-->likes-->publish_time-->ratings_disabled,0.32877481745585974,1.0,1.0041441883276117,0.5745757758701396
comments_disabled-->dislikes-->likes-->publish_time-->video_error_or_removed-->ratings_disabled,0.32850619062736575,1.0,1.0041441883276117,0.5743409981431866
comment_count-->likes-->publish_time-->views-->comments_disabled,0.31529463478961633,1.0,1.0157009623970632,0.5659019915095227
comment_count-->likes-->publish_time-->ratings_disabled-->views-->comments_disabled,0.31529463478961633,1.0,1.0157009623970632,0.5659019915095227
comment_count-->likes-->publish_time-->views-->ratings_disabled,0.31529463478961633,1.0,1.0041441883276117,0.5626733289706115
comment_count-->comments_disabled-->likes-->publish_time-->views-->ratings_disabled,0.31529463478961633,1.0,1.0041441883276117,0.5626733289706115
comment_count-->likes-->publish_time-->video_error_or_removed-->views-->comments_disabled,0.3150992698234389,1.0,1.0157009623970632,0.5657266403575837
comment_count-->likes-->publish_time-->ratings_disabled-->video_error_or_removed-->views-->comments_disabled,0.3150992698234389,1.0,1.0157009623970632,0.5657266403575837
comment_count-->likes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.3150992698234389,1.0,1.0041441883276117,0.5624989782563876
comment_count-->comments_disabled-->likes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.3150992698234389,1.0,1.0041441883276117,0.5624989782563876
dislikes-->likes-->publish_time-->views-->ratings_disabled,0.31353635009401937,1.0,1.0041441883276117,0.5611022222165591
dislikes-->likes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.31326772326552543,1.0,1.0041441883276117,0.5608618044649678
comment_count-->dislikes-->publish_time-->views-->comments_disabled,0.3124130015384991,1.0,1.0157009623970632,0.5633100268307043
comment_count-->dislikes-->publish_time-->ratings_disabled-->views-->comments_disabled,0.3124130015384991,1.0,1.0157009623970632,0.5633100268307043
comment_count-->dislikes-->publish_time-->views-->ratings_disabled,0.3124130015384991,1.0,1.0041441883276117,0.5600961523282132
comment_count-->comments_disabled-->dislikes-->publish_time-->views-->ratings_disabled,0.3124130015384991,1.0,1.0041441883276117,0.5600961523282132
comment_count-->dislikes-->publish_time-->video_error_or_removed-->views-->comments_disabled,0.31221763657232166,1.0,1.0157009623970632,0.5631338685817464
comment_count-->dislikes-->publish_time-->ratings_disabled-->video_error_or_removed-->views-->comments_disabled,0.31221763657232166,1.0,1.0157009623970632,0.5631338685817464
comment_count-->dislikes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.31221763657232166,1.0,1.0041441883276117,0.5599209991217325
comment_count-->comments_disabled-->dislikes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.31221763657232166,1.0,1.0041441883276117,0.5599209991217325
comments_disabled-->dislikes-->likes-->publish_time-->views-->ratings_disabled,0.3097267332535593,1.0,1.0041441883276117,0.5576829737102057
comments_disabled-->dislikes-->likes-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.3094581064250653,1.0,1.0041441883276117,0.5574410812790863
comment_count-->dislikes-->likes-->publish_time-->comments_disabled,0.30706488558939166,1.0,1.0157009623970632,0.5584676354198954
comment_count-->dislikes-->likes-->publish_time-->ratings_disabled-->comments_disabled,0.30706488558939166,1.0,1.0157009623970632,0.5584676354198954
comment_count-->dislikes-->likes-->publish_time-->ratings_disabled,0.30706488558939166,1.0,1.0041441883276117,0.5552813884005754
comment_count-->comments_disabled-->dislikes-->likes-->publish_time-->ratings_disabled,0.30706488558939166,1.0,1.0041441883276117,0.5552813884005754
comment_count-->dislikes-->likes-->publish_time-->video_error_or_removed-->comments_disabled,0.30686952062321426,1.0,1.0157009623970632,0.5582899492444084
comment_count-->dislikes-->likes-->publish_time-->ratings_disabled-->video_error_or_removed-->comments_disabled,0.30686952062321426,1.0,1.0157009623970632,0.5582899492444084
comment_count-->dislikes-->likes-->publish_time-->video_error_or_removed-->ratings_disabled,0.30686952062321426,1.0,1.0041441883276117,0.5551047159849039
comment_count-->comments_disabled-->dislikes-->likes-->publish_time-->video_error_or_removed-->ratings_disabled,0.30686952062321426,1.0,1.0041441883276117,0.5551047159849039
comment_count-->views-->ratings_disabled,0.4107060001465237,0.9996433666191156,1.0037860769908329,0.6420755132254115
comment_count-->comments_disabled-->views-->ratings_disabled,0.4107060001465237,0.9996433666191156,1.0037860769908329,0.6420755132254115
comment_count-->video_error_or_removed-->views-->ratings_disabled,0.4104862145595741,0.9996431757359501,1.0037858853166115,0.6419036285081637
comment_count-->comments_disabled-->video_error_or_removed-->views-->ratings_disabled,0.4104862145595741,0.9996431757359501,1.0037858853166115,0.6419036285081637
category_id_2-->publish_time-->video_error_or_removed,0.4063347090283035,0.9995794785534062,1.0001412321576364,0.6374888991629439
category_id_2-->publish_time-->ratings_disabled-->video_error_or_removed,0.4047473686781118,0.9995778300464386,1.0001395827242245,0.63624198574006
category_id_2-->comments_disabled-->publish_time-->video_error_or_removed,0.39832474541502844,0.9995710258610123,1.0001327747149145,0.6311716350324563
category_id_2-->comments_disabled-->publish_time-->ratings_disabled-->video_error_or_removed,0.3978363329995849,0.9995704994477851,1.0001322480058483,0.6307843895193335
comment_count-->publish_time-->views-->ratings_disabled,0.33910474004249186,0.9995680967463288,1.0037104951855178,0.5834063648502695
comment_count-->comments_disabled-->publish_time-->views-->ratings_disabled,0.33910474004249186,0.9995680967463288,1.0037104951855178,0.5834063648502695
comment_count-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.33890937507631447,0.9995678478824548,1.003710245290305,0.5832382120446427
comment_count-->comments_disabled-->publish_time-->video_error_or_removed-->views-->ratings_disabled,0.33890937507631447,0.9995678478824548,1.003710245290305,0.5832382120446427
category_id_2-->video_error_or_removed,0.5494883879948228,0.9995557727333304,1.0001175130151283,0.7413183931564589
category_id_2-->ratings_disabled-->video_error_or_removed,0.5474126352291875,0.9995540890038348,1.0001158283393938,0.7399162392633974
category_id_2-->comments_disabled-->video_error_or_removed,0.5379130137488095,0.9995462177247356,1.000107952636715,0.7334651204228917
category_id_2-->comments_disabled-->ratings_disabled-->video_error_or_removed,0.5372048157464163,0.9995456197746274,1.0001073543505647,0.7329819145248613
comment_count-->publish_time-->ratings_disabled,0.40347749639795844,0.9995160314579552,1.003658214128784,0.636359570899918
comment_count-->comments_disabled-->publish_time-->ratings_disabled,0.40347749639795844,0.9995160314579552,1.003658214128784,0.636359570899918
comment_count-->publish_time-->video_error_or_removed-->ratings_disabled,0.40320886956946445,0.9995157091833646,1.0036578905186266,0.6361475956651009
comment_count-->comments_disabled-->publish_time-->video_error_or_removed-->ratings_disabled,0.40320886956946445,0.9995157091833646,1.0036578905186266,0.6361475956651009
comment_count-->likes-->video_error_or_removed,0.4255537375760092,0.9994837969601377,1.0000454967922756,0.6523596392374453
comment_count-->comments_disabled-->likes-->video_error_or_removed,0.4255537375760092,0.9994837969601377,1.0000454967922756,0.6523596392374453
comment_count-->likes-->ratings_disabled-->video_error_or_removed,0.4255537375760092,0.9994837969601377,1.0000454967922756,0.6523596392374453
comment_count-->comments_disabled-->likes-->ratings_disabled-->video_error_or_removed,0.4255537375760092,0.9994837969601377,1.0000454967922756,0.6523596392374453
comment_count-->dislikes-->video_error_or_removed,0.41727514713424013,0.9994735610669162,1.0000352551465852,0.6459797661155641
comment_count-->comments_disabled-->dislikes-->video_error_or_removed,0.41727514713424013,0.9994735610669162,1.0000352551465852,0.6459797661155641
comment_count-->dislikes-->ratings_disabled-->video_error_or_removed,0.41727514713424013,0.9994735610669162,1.0000352551465852,0.6459797661155641
comment_count-->comments_disabled-->dislikes-->ratings_disabled-->video_error_or_removed,0.41727514713424013,0.9994735610669162,1.0000352551465852,0.6459797661155641
comment_count-->views-->video_error_or_removed,0.4106327382842072,0.9994650499286735,1.0000267392251685,0.6408148861297291
comment_count-->comments_disabled-->views-->video_error_or_removed,0.4106327382842072,0.9994650499286735,1.0000267392251685,0.6408148861297291
comment_count-->ratings_disabled-->views-->video_error_or_removed,0.4104862145595741,0.9994648590795577,1.0000265482687976,0.6407004856076948
comment_count-->comments_disabled-->ratings_disabled-->views-->video_error_or_removed,0.4104862145595741,0.9994648590795577,1.0000265482687976,0.6407004856076948
comment_count-->ratings_disabled,0.49981684534420867,0.9994628381677899,1.0036048003956064,0.7082503690828803
comment_count-->comments_disabled-->ratings_disabled,0.49981684534420867,0.9994628381677899,1.0036048003956064,0.7082503690828803
comment_count-->video_error_or_removed-->ratings_disabled,0.4995237978949425,0.999462523209225,1.003604484131794,0.708042600058717
comment_count-->comments_disabled-->video_error_or_removed-->ratings_disabled,0.4995237978949425,0.999462523209225,1.003604484131794,0.708042600058717
comment_count-->likes-->publish_time-->video_error_or_removed,0.3497277100783902,0.999441691674227,1.0000033678436182,0.59137880238188
comment_count-->likes-->publish_time-->ratings_disabled-->video_error_or_removed,0.3497277100783902,0.999441691674227,1.0000033678436182,0.59137880238188
comment_count-->comments_disabled-->likes-->publish_time-->video_error_or_removed,0.3497277100783902,0.999441691674227,1.0000033678436182,0.59137880238188
comment_count-->comments_disabled-->likes-->publish_time-->ratings_disabled-->video_error_or_removed,0.3497277100783902,0.999441691674227,1.0000033678436182,0.59137880238188
ratings_disabled-->video_error_or_removed,0.9953112408117414,0.999435998038254,0.9999976710078792,0.9976517041230891
comments_disabled-->video_error_or_removed,0.9839800727734499,0.9994295068955253,0.9999911762171936,0.9919533206492138
comments_disabled-->ratings_disabled-->video_error_or_removed,0.9824415736648026,0.9994286140163466,0.9999902828362258,0.991177091704168
comment_count-->dislikes-->publish_time-->video_error_or_removed,0.3406676597719114,0.999426851984525,0.9999885198141599,0.5836640719145453
comment_count-->dislikes-->publish_time-->ratings_disabled-->video_error_or_removed,0.3406676597719114,0.999426851984525,0.9999885198141599,0.5836640719145453
comment_count-->comments_disabled-->dislikes-->publish_time-->video_error_or_removed,0.3406676597719114,0.999426851984525,0.9999885198141599,0.5836640719145453
comment_count-->comments_disabled-->dislikes-->publish_time-->ratings_disabled-->video_error_or_removed,0.3406676597719114,0.999426851984525,0.9999885198141599,0.5836640719145453
comment_count-->publish_time-->views-->video_error_or_removed,0.3390558988009475,0.999424128995105,0.9999857952944474,0.5822809310047334
comment_count-->comments_disabled-->publish_time-->views-->video_error_or_removed,0.3390558988009475,0.999424128995105,0.9999857952944474,0.5822809310047334
comment_count-->publish_time-->ratings_disabled-->views-->video_error_or_removed,0.33890937507631447,0.9994238801670748,0.9999855463265783,0.582155027970117
comment_count-->comments_disabled-->publish_time-->ratings_disabled-->views-->video_error_or_removed,0.33890937507631447,0.9994238801670748,0.9999855463265783,0.582155027970117
comment_count-->likes-->views-->video_error_or_removed,0.37829983638184084,0.9994193548387097,0.9999810184550242,0.6150550021473544
comment_count-->likes-->ratings_disabled-->views-->video_error_or_removed,0.37829983638184084,0.9994193548387097,0.9999810184550242,0.6150550021473544
comment_count-->comments_disabled-->likes-->views-->video_error_or_removed,0.37829983638184084,0.9994193548387097,0.9999810184550242,0.6150550021473544
comment_count-->comments_disabled-->likes-->ratings_disabled-->views-->video_error_or_removed,0.37829983638184084,0.9994193548387097,0.9999810184550242,0.6150550021473544
comment_count-->dislikes-->views-->video_error_or_removed,0.37827541576106866,0.9994193173753145,0.999980980970575,0.6150351382887042
comment_count-->dislikes-->ratings_disabled-->views-->video_error_or_removed,0.37827541576106866,0.9994193173753145,0.999980980970575,0.6150351382887042
comment_count-->comments_disabled-->dislikes-->views-->video_error_or_removed,0.37827541576106866,0.9994193173753145,0.999980980970575,0.6150351382887042
comment_count-->comments_disabled-->dislikes-->ratings_disabled-->views-->video_error_or_removed,0.37827541576106866,0.9994193173753145,0.999980980970575,0.6150351382887042
dislikes-->video_error_or_removed,0.4999145278272974,0.9994141483181175,0.9999758090084199,0.7070377885227663
dislikes-->ratings_disabled-->video_error_or_removed,0.4999145278272974,0.9994141483181175,0.9999758090084199,0.7070377885227663
comment_count-->video_error_or_removed,0.4997924247234365,0.9994140052739526,0.9999756658838657,0.7069513863884349
comment_count-->comments_disabled-->video_error_or_removed,0.4997924247234365,0.9994140052739526,0.9999756658838657,0.7069513863884349
views-->video_error_or_removed,0.49971916286111995,0.9994139194139194,0.99997557997558,0.7068995400387241
comment_count-->ratings_disabled-->video_error_or_removed,0.4995237978949425,0.9994136903307763,0.9999753507636944,0.7067612645121463
comment_count-->comments_disabled-->ratings_disabled-->video_error_or_removed,0.4995237978949425,0.9994136903307763,0.9999753507636944,0.7067612645121463
ratings_disabled-->views-->video_error_or_removed,0.4979364575447508,0.9994118223703559,0.999973481753499,0.705636771393773
comment_count-->dislikes-->likes-->video_error_or_removed,0.3702898727685658,0.999406802003691,0.9999684585654387,0.6085048835422565
comment_count-->dislikes-->likes-->ratings_disabled-->video_error_or_removed,0.3702898727685658,0.999406802003691,0.9999684585654387,0.6085048835422565
comment_count-->comments_disabled-->dislikes-->likes-->video_error_or_removed,0.3702898727685658,0.999406802003691,0.9999684585654387,0.6085048835422565
comment_count-->comments_disabled-->dislikes-->likes-->ratings_disabled-->video_error_or_removed,0.3702898727685658,0.999406802003691,0.9999684585654387,0.6085048835422565
